County,Lat,Long
Franklin,38.41127108,-91.07522826
Morgan,38.4181765,-92.88791859
Gasconade,38.43947277,-91.50847147
Osage,38.46036182,-91.8613635
Cole,38.50455671,-92.27860244
St. Louis City,38.63555736,-90.24349225
Moniteau,38.63571781,-92.57976951
St. Louis,38.6377004,-90.4458375
Cass/Van Buren,38.64789422,-94.353399
Pettis,38.72798918,-93.28471706
Johnson,38.74719601,-93.80691168
Warren,38.76529479,-91.16124662
St. Charles,38.77875681,-90.66662425
Callaway,38.83674754,-91.92186505
Cooper,38.844478,-92.80896081
Montgomery,38.94022054,-91.47000721
Boone,38.99186229,-92.30723575
Jackson,39.01002188,-94.34724536
Lincoln,39.05345619,-90.95588181
Lafayette,39.06986886,-93.78076396
Jackson,39.0997,-94.5786
Saline,39.13734288,-93.20259964
Howard,39.1435761,-92.69756691
Audrain,39.215877,-91.84242683
Clay,39.31132056,-94.41850862
Pike,39.34310674,-91.16980779
Ray,39.3537468,-93.98905745
Platte,39.38154439,-94.77068479
Carroll,39.42762566,-93.50626255
Randolph,39.44007257,-92.4971374
Monroe,39.49593978,-92.00043978
Chariton,39.51499357,-92.9629191
Ralls,39.52817427,-91.51838643
Clinton,39.6013098,-94.40465394
Caldwell,39.65620858,-93.98308093
Buchanan,39.65816401,-94.80138942
Livingston,39.78110272,-93.54645978
Shelby,39.79742518,-92.07634971
Marion,39.80601912,-91.62203062
Macon,39.83049768,-92.56453089
Linn,39.87001769,-93.10704106
DeKalb,39.89201062,-94.40476508
Daviess,39.96145298,-93.98519678
Andrew,39.98492163,-94.80163024
Lewis,40.09673161,-91.72070156
Holt,40.09799248,-95.2163888
Grundy,40.11406587,-93.56509276
Knox,40.12699751,-92.14780832
Adair,40.19058551,-92.60078167
Sullivan,40.2099105,-93.11150106
Gentry,40.21097916,-94.40944419
Harrison,40.35570088,-93.99222144
Nodaway,40.36079813,-94.88133008
Clark,40.41040752,-91.73661677
Mercer,40.42212303,-93.5682959
Atchison,40.43238737,-95.42970639
Scotland,40.45214695,-92.14709064
Schuyler,40.46921489,-92.52311943
Putnam,40.47942497,-93.02042674
Worth,40.47945588,-94.42328751
Beaverhead,45.13434354,-112.8984694
Carbon,45.22850116,-109.0274047
Madison,45.30080065,-111.9173017
Powder River,45.39617714,-105.636738
Big Horn,45.42335905,-107.492347
Park,45.48965095,-110.5264394
Carter,45.5197966,-104.5395536
Gallatin,45.54486106,-111.1692571
Stillwater,45.67071407,-109.3950061
Sweet Grass,45.81367654,-109.9425686
Silver Bow,45.90018933,-112.6620092
Yellowstone,45.93955949,-108.2691486
Deer Lodge,46.05953325,-113.073353
Ravalli,46.08520862,-114.1189164
Jefferson,46.14907081,-112.094396
Treasure,46.2097322,-107.2666516
Rosebud,46.23397237,-106.729288
Custer,46.25319932,-105.5737526
Broadwater,46.33277565,-111.4955813
Fallon,46.33478338,-104.4183565
Golden Valley,46.3816474,-109.1768522
Granite,46.4060522,-113.4414186
Wheatland,46.46652491,-109.8464636
Musselshell,46.49684637,-108.39498
Meagher,46.59907074,-110.8898557
Powell,46.85538891,-112.9359164
Prairie,46.86048047,-105.379384
Wibaux,46.95925154,-104.2510927
Missoula,47.03728583,-113.9213508
Judith Basin,47.04581276,-110.2660688
Petroleum,47.1182463,-108.2508876
Lewis and Clark,47.12610041,-112.394698
Mineral,47.15283992,-115.0015239
Fergus,47.26331584,-109.2245206
Dawson,47.26584855,-104.8944417
Garfield,47.27545948,-107.0002351
Cascade,47.30797024,-111.3467922
McCone,47.64469406,-105.7944994
Lake,47.64514965,-114.0898013
Sanders,47.67657534,-115.1329916
Richland,47.78668011,-104.5610786
Teton,47.83741052,-112.2410688
Chouteau,47.88084126,-110.4353362
Pondera,48.22773388,-112.2252703
Phillips,48.25936577,-107.9128511
Flathead,48.29575866,-114.0520569
Roosevelt,48.29607488,-105.0079268
Valley,48.36435097,-106.6669635
Blaine,48.43175214,-108.9582723
Lincoln,48.54265777,-115.4046155
Liberty,48.56084317,-111.024307
Hill,48.62879827,-110.1129252
Toole,48.65577551,-111.6942414
Glacier,48.70513576,-112.9934235
Sheridan,48.72085833,-104.503829
Daniels,48.78420029,-105.5476343
Richardson,40.1247415,-95.71755036
Pawnee,40.13141096,-96.23705437
Red Willow,40.1755688,-100.476998
Jefferson,40.17584531,-97.142601
Hitchcock,40.17609175,-101.0416477
Thayer,40.17626377,-97.59504381
Franklin,40.17636348,-98.95299073
Nuckolls,40.17637905,-98.04743961
Dundy,40.17638677,-101.6876522
Furnas,40.17642064,-99.91247454
Webster,40.17642643,-98.50019851
Harlan,40.17658508,-99.40438879
Gage,40.26186809,-96.68946704
Nemaha,40.38514847,-95.85433992
Johnson,40.39257596,-96.26522753
Kearney,40.50663314,-98.94877182
Phelps,40.51156033,-99.41461667
Gosper,40.51481965,-99.83020279
Chase,40.5237198,-101.6978026
Saline,40.52418865,-97.14085859
Clay,40.52439441,-98.05126296
Adams,40.5244942,-98.50117804
Hayes,40.52451972,-101.0603568
Fillmore,40.52458567,-97.59646937
Frontier,40.52993007,-100.3924658
Otoe,40.64843556,-96.13374142
Lancaster,40.78416049,-96.68777155
Perkins,40.85082525,-101.6502942
Buffalo,40.85486962,-99.07500296
Dawson,40.87028216,-99.8201461
Seward,40.87241834,-97.139673
Hall,40.87257079,-98.50218293
York,40.87272618,-97.59710186
Hamilton,40.87349452,-98.02099117
Cass,40.90899107,-96.13971217
Lincoln,41.04658298,-100.7475374
Deuel,41.11168186,-102.3333331
Sarpy,41.11314181,-96.11156432
Merrick,41.16624273,-98.0374887
Polk,41.18813488,-97.56630712
Kimball,41.19774275,-103.7148131
Keith,41.19930341,-101.6620164
Cheyenne,41.21999357,-102.9941693
Howard,41.2200529,-98.5166499
Sherman,41.22045983,-98.97588642
Butler,41.22703692,-97.13106306
Saunders,41.2278103,-96.63773905
Douglas,41.29518299,-96.15085305
Custer,41.39374521,-99.72805369
Nance,41.39750195,-97.99327291
Washington,41.52815707,-96.22019892
Banner,41.54634427,-103.7114332
Logan,41.56650314,-100.4817851
Valley,41.56730777,-98.98197724
Greeley,41.56742671,-98.52150266
McPherson,41.56797682,-101.0599362
Arthur,41.56896142,-101.6959559
Platte,41.57246836,-97.52144359
Colfax,41.57486951,-97.0868542
Dodge,41.58071748,-96.65598179
Garden,41.61703149,-102.3313973
Boone,41.70759415,-98.06737183
Morrill,41.71711774,-103.0061405
Burt,41.85056773,-96.32605633
Scotts Bluff,41.85070896,-103.7080986
Blaine,41.91311716,-99.97677845
Thomas,41.91358968,-100.5556632
Loup,41.91371961,-99.45440415
Garfield,41.91428955,-98.99111827
Wheeler,41.91482725,-98.52798941
Grant,41.91528587,-101.740701
Hooker,41.91586243,-101.1354293
Cuming,41.91637624,-96.78730772
Madison,41.91676024,-97.6005481
Stanton,41.9169835,-97.19394708
Thurston,42.15725356,-96.54157099
Antelope,42.17695516,-98.0666283
Wayne,42.20934475,-97.11926964
Box Butte,42.22079243,-103.0878834
Pierce,42.26434853,-97.60122773
Dakota,42.39040144,-96.56656425
Rock,42.42252217,-99.44832069
Brown,42.43018907,-99.92904055
Holt,42.45522056,-98.78402558
Sioux,42.48932059,-103.7576544
Dixon,42.49188363,-96.86782408
Sheridan,42.50284406,-102.4126613
Cherry,42.54502621,-101.1244332
Cedar,42.5988851,-97.25311951
Knox,42.63758421,-97.89178836
Dawes,42.71985036,-103.1313774
Keya Paha,42.87990694,-99.71343729
Boyd,42.8997274,-98.76486568
Clark,36.21458855,-115.0130241
Lincoln,37.64268459,-114.8790388
Esmeralda,37.78436681,-117.6319999
Nye,38.04264256,-116.4722702
Mineral,38.53841696,-118.4344506
Douglas,38.912862,-119.6171333
Lyon,39.01777974,-119.1870479
Carson City,39.15509045,-119.7480219
White Pine,39.44157041,-114.899966
Storey,39.44875482,-119.5250207
Churchill,39.58105744,-118.3394607
Lander,39.9332233,-117.0397075
Eureka,39.98100864,-116.2683204
Pershing,40.44003782,-118.4005641
Washoe,40.66562265,-119.6631594
Elko,41.14531606,-115.3577619
Humboldt,41.40692186,-118.1109427
Hillsborough,42.91537785,-71.7200253
Cheshire,42.92015988,-72.25311043
Rockingham,42.98499744,-71.12883377
Strafford,43.291833,-71.02336013
Merrimack,43.29662971,-71.6811573
Sullivan,43.36094111,-72.22203125
Belknap,43.51637314,-71.41684235
Carroll,43.87498583,-71.20430216
Grafton,43.93779815,-71.82057197
Coos,44.69063265,-71.30633239
Cape May,39.15008829,-74.80170244
Cumberland,39.37199394,-75.10712559
Atlantic,39.47538693,-74.65848483
Salem,39.58719656,-75.3469663
Gloucester,39.71581067,-75.13995546
Camden,39.80343818,-74.96388753
Burlington,39.87681124,-74.66927768
Ocean,39.8895449,-74.28089251
Monmouth,40.26549699,-74.22240686
Mercer,40.28047017,-74.70479631
Middlesex,40.43629879,-74.41426991
Hunterdon,40.56335249,-74.91284156
Somerset,40.56465737,-74.61683016
Union,40.65835409,-74.30680092
Hudson,40.73766234,-74.07515667
Essex,40.78681335,-74.24657979
Warren,40.85951833,-74.99556527
Morris,40.86095313,-74.5455371
Bergen,40.96010917,-74.07164325
Passaic,41.03238628,-74.29954144
Sussex,41.13891592,-74.69118243
Hidalgo,31.91383467,-108.7151824
Luna,32.18179341,-107.7508826
Dona Ana,32.35275771,-106.8329387
Eddy,32.47167456,-104.3053527
Otero,32.61348406,-105.7417604
Grant,32.73911281,-108.3827845
Lea,32.79215361,-103.4123733
Sierra,33.13028233,-107.1925893
Chaves,33.36406072,-104.4665365
Lincoln,33.74526079,-105.4586166
Catron,33.91514144,-108.4046587
Socorro,34.00715494,-106.9298354
Roosevelt,34.02097406,-103.4799493
De Baca,34.34274529,-104.4117842
Curry,34.57421077,-103.3468876
Torrance,34.64048375,-105.8508949
Valencia,34.71669834,-106.8103733
Guadalupe,34.86319296,-104.790669
Cibola,34.91131525,-107.998876
Bernalillo,35.05163625,-106.6703554
Quay,35.10403332,-103.5481727
San Miguel,35.48014807,-104.8163562
Santa Fe,35.50708973,-105.9774716
McKinley,35.5800772,-108.262245
Sandoval,35.68862401,-106.8687803
Harding,35.85751555,-103.8220938
Los Alamos,35.86631386,-106.3134985
Mora,36.01095101,-104.9497716
Union,36.48126404,-103.4709624
San Juan,36.50838318,-108.320437
Rio Arriba,36.51072137,-106.6931674
Taos,36.58006022,-105.6310198
Colfax,36.60569702,-104.6472674
Richmond,40.58582155,-74.14808598
Kings,40.6361825,-73.94935552
Queens,40.71088124,-73.81684712
Nassau,40.74066522,-73.58941873
New York,40.7672726,-73.97152637
Bronx,40.85209301,-73.86282755
Suffolk,40.88320119,-72.8012172
Rockland,41.15027894,-74.02560498
Westchester,41.16278376,-73.75741653
Orange,41.40337468,-74.30240757
Putnam,41.42630093,-73.74965532
Sullivan,41.71579493,-74.76394559
Dutchess,41.7648606,-73.74356679
Ulster,41.89027881,-74.26252104
Chemung,42.13891056,-76.7638805
Broome,42.15903158,-75.81326086
Tioga,42.16852837,-76.30835812
Delaware,42.19837623,-74.96709306
Chautauqua,42.2276921,-79.36691763
Cattaraugus,42.24778241,-78.67923096
Columbia,42.24819348,-73.63089095
Allegany,42.25748406,-78.02750466
Steuben,42.2689144,-77.3829924
Greene,42.275797,-74.12384884
Schuyler,42.39184015,-76.8773299
Tompkins,42.44945765,-76.47229843
Chenango,42.49430041,-75.60887553
Schoharie,42.58831742,-74.4433903
Cortland,42.59509207,-76.07048931
Albany,42.60060306,-73.97723916
Otsego,42.63492579,-75.03151402
Yates,42.63505484,-77.10369919
Wyoming,42.70145109,-78.22199579
Rensselaer,42.71348136,-73.51089874
Livingston,42.72596275,-77.77966158
Erie,42.76249024,-78.73063652
Seneca,42.78081007,-76.82497064
Schenectady,42.81668777,-74.05278291
Ontario,42.85145728,-77.30874425
Montgomery,42.90123494,-74.44011632
Cayuga,42.91261714,-76.55731592
Madison,42.91653905,-75.67266639
Genesee,43.0022601,-78.19135193
Onondaga,43.00491923,-76.19971155
Saratoga,43.10904162,-73.86653895
Fulton,43.11363907,-74.41798804
Monroe,43.14638895,-77.69322942
Wayne,43.15494365,-77.02976528
Niagara,43.19898042,-78.74777412
Oneida,43.24375382,-75.43710392
Orleans,43.2516977,-78.2320066
Washington,43.31153794,-73.43043448
Herkimer,43.42034246,-74.96145307
Oswego,43.42778894,-76.14635194
Warren,43.56173026,-73.8433699
Hamilton,43.66146647,-74.49721957
Lewis,43.7844157,-75.44903992
Jefferson,44.04200959,-75.94653457
Essex,44.11630765,-73.77297842
St. Lawrence,44.4976179,-75.06550039
Franklin,44.59040891,-74.29926032
Clinton,44.74530905,-73.67875352
Brunswick,34.070565,-78.22814204
New Hanover,34.25758282,-77.87075626
Columbus,34.26744084,-78.65801424
Pender,34.52265624,-77.90352133
Bladen,34.61296243,-78.56180059
Robeson,34.64244496,-79.1025053
Onslow,34.72607366,-77.42908179
Scotland,34.8386299,-79.4757978
Carteret,34.8932941,-76.54120135
Duplin,34.93449805,-77.93140529
Anson,34.97403241,-80.09953279
Sampson,34.98820368,-78.36914061
Union,34.98960527,-80.52955873
Richmond,35.00417719,-79.74491009
Hoke,35.01888303,-79.23651674
Jones,35.02254606,-77.35870791
Cumberland,35.04762133,-78.82623165
Clay,35.05704275,-83.74353633
Craven,35.11833364,-77.08398081
Cherokee,35.1349263,-84.05970864
Macon,35.14867843,-83.41696617
Pamlico,35.15253315,-76.66559823
Transylvania,35.20383864,-82.79638423
Lenoir,35.2403259,-77.64245615
Mecklenburg,35.24469268,-80.8317671
Polk,35.27820615,-82.16812354
Jackson,35.28814273,-83.14093385
Gaston,35.29373559,-81.17477045
Moore,35.30885257,-79.48474178
Stanly,35.31647813,-80.25093221
Montgomery,35.33155144,-79.90416657
Cleveland,35.33553364,-81.55204486
Henderson,35.33788927,-82.4766782
Graham,35.3506925,-83.83369267
Wayne,35.36438125,-78.00027268
Harnett,35.36731853,-78.87243571
Cabarrus,35.3877799,-80.55267168
Rutherford,35.40114178,-81.92112099
Hyde,35.42017674,-76.15180542
Lee,35.47623147,-79.17569362
Lincoln,35.48508185,-81.21740317
Beaufort,35.48531943,-76.84325809
Greene,35.48544173,-77.67578087
Swain,35.48665845,-83.48748932
Johnston,35.51745004,-78.36622717
Haywood,35.55269063,-82.98196486
Pitt,35.59535426,-77.37353178
Buncombe,35.61113393,-82.53305
Rowan,35.64003916,-80.52446628
Catawba,35.66211129,-81.2132617
Dare,35.66520691,-75.71767334
McDowell,35.67736232,-82.0482425
Chatham,35.70394416,-79.25541492
Wilson,35.70625477,-77.917978
Randolph,35.71015088,-79.80570339
Burke,35.74989637,-81.70755735
Wake,35.78879266,-78.65249174
Davidson,35.79115496,-80.21256572
Iredell,35.80950511,-80.8743128
Washington,35.83810081,-76.57299037
Martin,35.84326734,-77.10860251
Madison,35.85402722,-82.71346418
Tyrrell,35.87147226,-76.17055253
Yancey,35.90079156,-82.31237181
Edgecombe,35.91230639,-77.59436892
Alexander,35.9223796,-81.17751948
Davie,35.93099927,-80.54496571
Caldwell,35.95204977,-81.54799522
Nash,35.96575634,-77.98422508
Mitchell,36.01059309,-82.1582442
Durham,36.03638492,-78.87608331
Alamance,36.0434701,-79.39976137
Orange,36.06092947,-79.12167935
Bertie,36.0688473,-76.96545943
Avery,36.07569796,-81.92308483
Guilford,36.07959451,-79.78824948
Franklin,36.081519,-78.28708884
Forsyth,36.12859861,-80.25459052
Chowan,36.12908077,-76.60118385
Yadkin,36.16222629,-80.66239436
Perquimans,36.17847453,-76.40603143
Wilkes,36.2084135,-81.16232895
Watauga,36.23103603,-81.70033724
Halifax,36.25669272,-77.6556109
Pasquotank,36.26723798,-76.25134778
Granville,36.30337451,-78.65184241
Camden,36.33804939,-76.15568396
Hertford,36.3607755,-76.98104134
Currituck,36.36123664,-75.95876401
Vance,36.36880673,-78.40670845
Person,36.38989032,-78.97217358
Caswell,36.39312665,-79.33353281
Rockingham,36.39593137,-79.77504841
Warren,36.39728256,-78.10652228
Stokes,36.4017975,-80.23893369
Surry,36.41689489,-80.69102283
Northampton,36.41736238,-77.39769443
Ashe,36.43296207,-81.49862729
Gates,36.44667547,-76.69749701
Alleghany,36.49360862,-81.12857041
Adams,46.09686891,-102.5285397
Sargent,46.10830372,-97.63217159
Dickey,46.11017712,-98.5049008
McIntosh,46.11182017,-99.44145858
Bowman,46.11285362,-103.5203343
Sioux,46.11323337,-101.0440149
Richland,46.26440649,-96.94852979
Emmons,46.28398398,-100.2389766
Grant,46.35821257,-101.6390013
Hettinger,46.43375068,-102.4632417
Slope,46.44737738,-103.4601547
Ransom,46.45621782,-97.65742504
LaMoure,46.45681054,-98.53542355
Logan,46.45729487,-99.47719806
Morton,46.71681782,-101.2822377
Stark,46.80851182,-102.6576326
Cass,46.93201724,-97.2444719
Barnes,46.93579637,-98.06605978
Golden Valley,46.94022281,-103.8465421
Kidder,46.97830064,-99.77507857
Burleigh,46.97847375,-100.4645214
Stutsman,46.97962541,-98.95637318
Billings,47.02366884,-103.3762965
Oliver,47.11530482,-101.3406158
Mercer,47.31213126,-101.8318399
Dunn,47.35423935,-102.6160468
Traill,47.45367788,-97.16323288
Steele,47.45611548,-97.72728747
Foster,47.4571084,-98.88279923
Griggs,47.45785838,-98.23850925
Sheridan,47.57700669,-100.3426391
Wells,47.58614526,-99.65904998
McLean,47.60766714,-101.3182418
Eddy,47.71701474,-98.90432337
McKenzie,47.7413337,-103.395905
Grand Forks,47.92093639,-97.45450447
Nelson,47.9226426,-98.19038437
Benson,48.0683985,-99.35916363
Mountrail,48.20197971,-102.3555315
Ward,48.22390169,-101.5436763
McHenry,48.23104458,-100.6324822
Pierce,48.24977025,-99.96407787
Ramsey,48.26886249,-98.72223879
Williams,48.34522353,-103.4793387
Walsh,48.36876964,-97.72574783
Towner,48.68565745,-99.24564265
Renville,48.71982533,-101.6603912
Pembina,48.76623521,-97.5523809
Rolette,48.77245354,-99.84097493
Cavalier,48.77286211,-98.46685243
Burke,48.79094471,-102.5182117
Bottineau,48.79106111,-100.8378166
Divide,48.8149387,-103.4873611
Saipan,15.0979,145.6739
Lawrence,38.59743452,-82.53466552
Scioto,38.80270163,-82.98907345
Gallia,38.82708533,-82.31647569
Adams,38.84541072,-83.4718964
Brown,38.93416837,-83.86788395
Jackson,39.01914254,-82.6181856
Clermont,39.04847534,-84.15375786
Pike,39.07634001,-83.06769584
Meigs,39.09224872,-82.0305041
Highland,39.1839264,-83.60331456
Hamilton,39.19673558,-84.54502924
Vinton,39.25208988,-82.4831444
Athens,39.33425634,-82.04278644
Ross,39.33705391,-83.06000914
Clinton,39.41485808,-83.80852286
Warren,39.42581994,-84.16557457
Butler,39.44012838,-84.57388716
Washington,39.45690571,-81.49121382
Hocking,39.49537927,-82.47991446
Fayette,39.56021306,-83.4562016
Morgan,39.62081738,-81.85308173
Pickaway,39.64170392,-83.0243386
Greene,39.69116283,-83.89032084
Monroe,39.72984936,-81.08464734
Perry,39.73508655,-82.23804971
Preble,39.7420247,-84.64787018
Fairfield,39.75107189,-82.63088163
Montgomery,39.75394919,-84.29050975
Noble,39.76818851,-81.45937183
Madison,39.89381073,-83.40178317
Clark,39.91592258,-83.78498252
Muskingum,39.96575964,-81.94363275
Franklin,39.96995815,-83.01115755
Belmont,40.01625942,-80.9924051
Guernsey,40.05026529,-81.49248905
Miami,40.0543329,-84.22871271
Licking,40.09136236,-82.48185785
Darke,40.13412966,-84.6194517
Champaign,40.13923427,-83.76875242
Delaware,40.27942393,-83.00457058
Harrison,40.29380509,-81.09068544
Union,40.30016061,-83.37239023
Coshocton,40.30096166,-81.91729018
Shelby,40.33163494,-84.20258189
Jefferson,40.38614126,-80.76259514
Logan,40.38996525,-83.76784341
Knox,40.39830217,-82.42027563
Tuscarawas,40.44214695,-81.47226262
Morrow,40.5236356,-82.7892599
Mercer,40.54043046,-84.62912742
Auglaize,40.55998859,-84.2242143
Holmes,40.56163713,-81.92635677
Carroll,40.5789686,-81.09178213
Marion,40.58610662,-83.15736305
Hardin,40.66015414,-83.65929931
Columbiana,40.76932373,-80.78094576
Richland,40.77180308,-82.5379961
Allen,40.77285242,-84.10802343
Stark,40.81482476,-81.36437305
Wayne,40.82925852,-81.88844833
Wyandot,40.84339621,-83.30734173
Ashland,40.84772277,-82.27280781
Crawford,40.85065156,-82.91989099
Van Wert,40.8554138,-84.591117
Hancock,41.00250487,-83.66838948
Mahoning,41.01631101,-80.77287029
Putnam,41.02094889,-84.1336111
Paulding,41.11676341,-84.5801017
Medina,41.11770589,-81.8998621
Seneca,41.12351311,-83.12783209
Summit,41.12464734,-81.53123079
Huron,41.14651175,-82.59867951
Portage,41.16793482,-81.19735782
Lorain,41.29553751,-82.15083537
Trumbull,41.31735028,-80.76109643
Defiance,41.32398837,-84.49076944
Henry,41.3339642,-84.06830637
Sandusky,41.35624126,-83.137872
Wood,41.36224827,-83.62285108
Erie,41.36796058,-82.62904521
Cuyahoga,41.424119,-81.65918339
Geauga,41.49952319,-81.17935342
Ottawa,41.53781826,-83.0940185
Williams,41.56052014,-84.58429552
Fulton,41.60213491,-84.12571393
Lucas,41.62101218,-83.65468618
Lake,41.69710807,-81.23676539
Ashtabula,41.70860332,-80.74830218
Love,33.95273467,-97.23906784
Bryan,33.96472458,-96.25903472
Marshall,34.02311222,-96.76855464
Choctaw,34.02807439,-95.54771129
Jefferson,34.11130184,-97.83182974
McCurtain,34.11664328,-94.77222373
Carter,34.25103751,-97.28552485
Cotton,34.28845626,-98.37053567
Johnston,34.31440473,-96.66011537
Tillman,34.37288446,-98.92426619
Atoka,34.37366573,-96.03802487
Pushmataha,34.41635232,-95.37603505
Murray,34.48116015,-97.06826283
Stephens,34.48556989,-97.85141892
Jackson,34.58781741,-99.41138784
Coal,34.58840127,-96.29798747
Comanche,34.65973764,-98.47195055
Garvin,34.70418038,-97.30811132
Pontotoc,34.72959848,-96.68337199
Harmon,34.7440135,-99.84741652
Latimer,34.87844729,-95.25215049
Le Flore,34.89851864,-94.70392124
Kiowa,34.91671958,-98.97720696
Pittsburg,34.92065823,-95.7513432
Greer,34.93535801,-99.5605612
McClain,35.01123903,-97.44572302
Grady,35.0167709,-97.88339847
Hughes,35.04912569,-96.24921145
Seminole,35.16478725,-96.61686741
Caddo,35.17364557,-98.37534464
Cleveland,35.20413532,-97.32519562
Pottawatomie,35.20614018,-96.94923008
Haskell,35.222576,-95.11513306
Beckham,35.26862449,-99.68128023
Washita,35.29071824,-98.99180434
McIntosh,35.37235506,-95.66599306
Okfuskee,35.46485198,-96.32639984
Sequoyah,35.49447108,-94.75463785
Canadian,35.5426055,-97.98465569
Oklahoma,35.55140095,-97.40716948
Muskogee,35.61318461,-95.37802952
Custer,35.63853802,-99.00170785
Okmulgee,35.64661916,-95.96432828
Roger Mills,35.68711719,-99.69666167
Lincoln,35.70270942,-96.8812462
Blaine,35.87518314,-98.43307003
Adair,35.88494195,-94.65859267
Creek,35.90230551,-96.37086028
Cherokee,35.90692775,-94.99980896
Logan,35.91899576,-97.44352845
Kingfisher,35.94530008,-97.94193268
Wagoner,35.96024096,-95.51911308
Dewey,35.98772922,-99.00730714
Payne,36.07695283,-96.97584944
Tulsa,36.11939621,-95.94013939
Ellis,36.2180194,-99.75324573
Mayes,36.30179091,-95.23175116
Major,36.31149996,-98.53467076
Pawnee,36.31743373,-96.7033176
Rogers,36.37004357,-95.60406759
Garfield,36.3791334,-97.78265517
Noble,36.38953329,-97.22928674
Delaware,36.40823634,-94.80325046
Woodward,36.42316318,-99.26283045
Osage,36.62888819,-96.39635704
Washington,36.71380786,-95.90514104
Alfalfa,36.73090616,-98.32408495
Texas,36.74777635,-101.4889765
Cimarron,36.74817177,-102.5173885
Beaver,36.7496847,-100.4758872
Craig,36.76268118,-95.20916602
Woods,36.76705782,-98.86573064
Harper,36.78836519,-99.6679804
Grant,36.796297,-97.78638765
Nowata,36.79843529,-95.61902331
Kay,36.81799745,-97.14421435
Ottawa,36.83532655,-94.81011909
Josephine,42.3665549,-123.5561938
Jackson,42.43201126,-122.7289309
Curry,42.45911325,-124.157282
Klamath,42.68762984,-121.6496461
Lake,42.79246693,-120.3850163
Harney,43.06422669,-118.9666306
Coos,43.17406868,-124.0594514
Malheur,43.1937027,-117.6227395
Douglas,43.27941273,-123.167291
Deschutes,43.91570171,-121.2289121
Lane,43.93727035,-122.847753
Crook,44.14230227,-120.356297
Linn,44.48899494,-122.5373154
Grant,44.49024544,-119.0068631
Benton,44.49167306,-123.4316987
Jefferson,44.62806839,-121.17832
Lincoln,44.64252874,-123.869912
Baker,44.70915557,-117.6749883
Wheeler,44.72698162,-120.0281427
Marion,44.90287942,-122.5815117
Polk,44.90322804,-123.4128888
Wasco,45.16292781,-121.1670954
Clackamas,45.18787398,-122.2179634
Yamhill,45.23330449,-123.3086963
Union,45.30915495,-118.0068979
Gilliam,45.37160076,-120.2048869
Sherman,45.41501554,-120.6827834
Morrow,45.41846568,-119.584546
Tillamook,45.46248721,-123.712066
Hood River,45.51872811,-121.6552036
Multnomah,45.54747959,-122.4169351
Washington,45.55972701,-123.0955257
Wallowa,45.57894064,-117.183538
Umatilla,45.59073056,-118.7353826
Columbia,45.94464254,-123.0890898
Clatsop,45.99712889,-123.660711
Greene,39.85746531,-80.22357106
Adams,39.87140411,-77.21610347
Delaware,39.91680171,-75.40243663
Fayette,39.92041012,-79.64291195
York,39.9210089,-76.73040131
Fulton,39.92913544,-78.11163677
Franklin,39.92956518,-77.72157791
Somerset,39.97172723,-79.02699593
Chester,39.97291773,-75.74768357
Philadelphia,40.00338507,-75.1379271
Bedford,40.00522157,-78.48998442
Lancaster,40.03904563,-76.24770128
Cumberland,40.1625372,-77.26130755
Washington,40.19208869,-80.24582867
Montgomery,40.21053671,-75.36652296
Westmoreland,40.3137798,-79.46615476
Bucks,40.33682119,-75.10836643
Lebanon,40.36680311,-76.45651841
Perry,40.40206612,-77.26297447
Dauphin,40.41377078,-76.77993242
Berks,40.41570541,-75.92457766
Huntingdon,40.42162652,-77.97673273
Allegheny,40.46809875,-79.98167747
Blair,40.47961444,-78.34917412
Cambria,40.49527404,-78.71377428
Juniata,40.53358749,-77.3997513
Mifflin,40.61116939,-77.61070738
Lehigh,40.6154815,-75.59435245
Indiana,40.65241041,-79.08963285
Beaver,40.6825484,-80.34921611
Schuylkill,40.70497338,-76.2150785
Northampton,40.75182733,-75.30471829
Snyder,40.77129231,-77.06840691
Armstrong,40.81665618,-79.46290811
Northumberland,40.84785433,-76.70798222
Butler,40.91152759,-79.91351055
Carbon,40.91545395,-75.7068525
Centre,40.92058903,-77.82200624
Union,40.96188846,-77.05996014
Lawrence,40.99206278,-80.33393706
Clearfield,41.00110782,-78.47592663
Montour,41.03023987,-76.66345939
Columbia,41.04821986,-76.40565017
Monroe,41.05934058,-75.34031025
Jefferson,41.12913106,-78.9986361
Luzerne,41.17823008,-75.98447579
Clarion,41.19265812,-79.42413524
Clinton,41.23255967,-77.63785995
Mercer,41.30248872,-80.25816981
Pike,41.33155042,-75.03208106
Lycoming,41.34310539,-77.06629984
Venango,41.40323442,-79.75845449
Elk,41.42822061,-78.64524744
Lackawanna,41.43564672,-75.60379201
Cameron,41.43625568,-78.20376845
Sullivan,41.44634738,-76.51246591
Forest,41.51095103,-79.23229292
Wyoming,41.51955538,-76.01074915
Wayne,41.64938475,-75.29956506
Crawford,41.68447709,-80.10760592
Potter,41.74471626,-77.89559864
Tioga,41.77255149,-77.25433032
Bradford,41.78869215,-76.51570822
McKean,41.80938602,-78.56478358
Warren,41.81304978,-79.26969577
Susquehanna,41.82147784,-75.80071959
Erie,41.99253829,-80.03301954
Guanica,17.982429,-66.919643
Santa Isabel,17.994525,-66.388913
Arroyo,17.998457,-66.056546
Guayama,18.007516,-66.133908
